rental_id,rental_info
11042,"{'car_id': 7, 'customer_id': 125, 'agency_id': 4}"
11043,"{'car_id': 21, 'customer_id': 140, 'agency_id': 2}"
11044,"{'car_id': 26, 'customer_id': 121, 'agency_id': 2}"
11045,"{'car_id': 13, 'customer_id': 146, 'agency_id': 3}"
11046,"{'car_id': 9, 'customer_id': 62, 'agency_id': 2}"
11047,"{'car_id': 29, 'customer_id': 26, 'agency_id': 2}"
11048,"{'car_id': 21, 'customer_id': 102, 'agency_id': 3}"
11049,"{'car_id': 21, 'customer_id': 18, 'agency_id': 4}"
11050,"{'car_id': 27, 'customer_id': 65, 'agency_id': 2}"
11051,"{'car_id': 24, 'customer_id': 129, 'agency_id': 2}"
11052,"{'car_id': 26, 'customer_id': 21, 'agency_id': 2}"
11053,"{'car_id': 25, 'customer_id': 126, 'agency_id': 3}"
11054,"{'car_id': 15, 'customer_id': 2, 'agency_id': 4}"
11055,"{'car_id': 24, 'customer_id': 33, 'agency_id': 4}"
11056,"{'car_id': 7, 'customer_id': 60, 'agency_id': 4}"
11057,"{'car_id': 17, 'customer_id': 137, 'agency_id': 4}"
11058,"{'car_id': 13, 'customer_id': 153, 'agency_id': 3}"
11059,"{'car_id': 23, 'customer_id': 126, 'agency_id': 3}"
11060,"{'car_id': 24, 'customer_id': 30, 'agency_id': 3}"
11061,"{'car_id': 27, 'customer_id': 138, 'agency_id': 3}"
11062,"{'car_id': 25, 'customer_id': 117, 'agency_id': 3}"
11063,"{'car_id': 12, 'customer_id': 64, 'agency_id': 1}"
11064,"{'car_id': 7, 'customer_id': 126, 'agency_id': 2}"
11065,"{'car_id': 29, 'customer_id': 147, 'agency_id': 2}"
11066,"{'car_id': 19, 'customer_id': 60, 'agency_id': 2}"
11067,"{'car_id': 17, 'customer_id': 60, 'agency_id': 4}"
11068,"{'car_id': 12, 'customer_id': 67, 'agency_id': 3}"
11069,"{'car_id': 11, 'customer_id': 77, 'agency_id': 4}"
11070,"{'car_id': 17, 'customer_id': 125, 'agency_id': 3}"
11071,"{'car_id': 14, 'customer_id': 11, 'agency_id': 2}"
11072,"{'car_id': 6, 'customer_id': 47, 'agency_id': 2}"
11073,"{'car_id': 3, 'customer_id': 78, 'agency_id': 3}"
11074,"{'car_id': 3, 'customer_id': 35, 'agency_id': 2}"
11075,"{'car_id': 10, 'customer_id': 16, 'agency_id': 1}"
11076,"{'car_id': 16, 'customer_id': 10, 'agency_id': 3}"
11077,"{'car_id': 26, 'customer_id': 122, 'agency_id': 1}"
11078,"{'car_id': 6, 'customer_id': 62, 'agency_id': 3}"
11079,"{'car_id': 23, 'customer_id': 62, 'agency_id': 4}"
11080,"{'car_id': 10, 'customer_id': 22, 'agency_id': 1}"
11081,"{'car_id': 26, 'customer_id': 92, 'agency_id': 4}"
11082,"{'car_id': 11, 'customer_id': 128, 'agency_id': 4}"
11083,"{'car_id': 17, 'customer_id': 8, 'agency_id': 3}"
11084,"{'car_id': 27, 'customer_id': 114, 'agency_id': 1}"
11085,"{'car_id': 5, 'customer_id': 152, 'agency_id': 2}"
11086,"{'car_id': 21, 'customer_id': 154, 'agency_id': 3}"
11087,"{'car_id': 19, 'customer_id': 11, 'agency_id': 3}"
11088,"{'car_id': 21, 'customer_id': 136, 'agency_id': 2}"
11089,"{'car_id': 16, 'customer_id': 138, 'agency_id': 3}"
11090,"{'car_id': 19, 'customer_id': 66, 'agency_id': 4}"
11091,"{'car_id': 8, 'customer_id': 98, 'agency_id': 1}"
11092,"{'car_id': 3, 'customer_id': 124, 'agency_id': 4}"
11093,"{'car_id': 27, 'customer_id': 41, 'agency_id': 4}"
11094,"{'car_id': 3, 'customer_id': 148, 'agency_id': 4}"
11095,"{'car_id': 19, 'customer_id': 9, 'agency_id': 3}"
11096,"{'car_id': 15, 'customer_id': 146, 'agency_id': 2}"
11097,"{'car_id': 3, 'customer_id': 17, 'agency_id': 2}"
11098,"{'car_id': 5, 'customer_id': 148, 'agency_id': 3}"
11099,"{'car_id': 18, 'customer_id': 71, 'agency_id': 2}"
11100,"{'car_id': 18, 'customer_id': 134, 'agency_id': 2}"
11101,"{'car_id': 3, 'customer_id': 104, 'agency_id': 4}"
11102,"{'car_id': 16, 'customer_id': 70, 'agency_id': 2}"
11103,"{'car_id': 10, 'customer_id': 147, 'agency_id': 1}"
11104,"{'car_id': 24, 'customer_id': 30, 'agency_id': 4}"
11105,"{'car_id': 22, 'customer_id': 144, 'agency_id': 3}"
11106,"{'car_id': 19, 'customer_id': 55, 'agency_id': 3}"
11107,"{'car_id': 22, 'customer_id': 46, 'agency_id': 3}"
11108,"{'car_id': 5, 'customer_id': 125, 'agency_id': 4}"
11109,"{'car_id': 2, 'customer_id': 27, 'agency_id': 3}"
11110,"{'car_id': 1, 'customer_id': 110, 'agency_id': 1}"
11111,"{'car_id': 12, 'customer_id': 74, 'agency_id': 3}"
11112,"{'car_id': 7, 'customer_id': 79, 'agency_id': 4}"
11113,"{'car_id': 22, 'customer_id': 149, 'agency_id': 3}"
11114,"{'car_id': 15, 'customer_id': 110, 'agency_id': 4}"
11115,"{'car_id': 23, 'customer_id': 84, 'agency_id': 2}"
11116,"{'car_id': 25, 'customer_id': 108, 'agency_id': 2}"
11117,"{'car_id': 14, 'customer_id': 109, 'agency_id': 3}"
11118,"{'car_id': 25, 'customer_id': 71, 'agency_id': 1}"
11119,"{'car_id': 5, 'customer_id': 130, 'agency_id': 4}"
11120,"{'car_id': 5, 'customer_id': 156, 'agency_id': 3}"
11121,"{'car_id': 5, 'customer_id': 93, 'agency_id': 3}"
11122,"{'car_id': 11, 'customer_id': 99, 'agency_id': 1}"
11123,"{'car_id': 4, 'customer_id': 31, 'agency_id': 4}"
11124,"{'car_id': 4, 'customer_id': 116, 'agency_id': 4}"
11125,"{'car_id': 6, 'customer_id': 110, 'agency_id': 1}"
11126,"{'car_id': 11, 'customer_id': 33, 'agency_id': 4}"
11127,"{'car_id': 22, 'customer_id': 69, 'agency_id': 2}"
11128,"{'car_id': 5, 'customer_id': 90, 'agency_id': 1}"
11129,"{'car_id': 8, 'customer_id': 128, 'agency_id': 1}"
11130,"{'car_id': 5, 'customer_id': 128, 'agency_id': 1}"
11131,"{'car_id': 19, 'customer_id': 30, 'agency_id': 2}"
11132,"{'car_id': 15, 'customer_id': 61, 'agency_id': 4}"
11133,"{'car_id': 15, 'customer_id': 143, 'agency_id': 3}"
11134,"{'car_id': 29, 'customer_id': 71, 'agency_id': 1}"
11135,"{'car_id': 8, 'customer_id': 44, 'agency_id': 3}"
11136,"{'car_id': 1, 'customer_id': 136, 'agency_id': 4}"
11137,"{'car_id': 26, 'customer_id': 89, 'agency_id': 3}"
11138,"{'car_id': 23, 'customer_id': 95, 'agency_id': 3}"
11139,"{'car_id': 27, 'customer_id': 29, 'agency_id': 1}"
11140,"{'car_id': 29, 'customer_id': 32, 'agency_id': 3}"
11141,"{'car_id': 4, 'customer_id': 96, 'agency_id': 1}"
11142,"{'car_id': 24, 'customer_id': 26, 'agency_id': 3}"
11143,"{'car_id': 12, 'customer_id': 145, 'agency_id': 3}"
11144,"{'car_id': 27, 'customer_id': 141, 'agency_id': 3}"
11145,"{'car_id': 20, 'customer_id': 92, 'agency_id': 4}"
11146,"{'car_id': 5, 'customer_id': 108, 'agency_id': 3}"
11147,"{'car_id': 13, 'customer_id': 5, 'agency_id': 4}"
11148,"{'car_id': 17, 'customer_id': 54, 'agency_id': 3}"
11149,"{'car_id': 7, 'customer_id': 95, 'agency_id': 2}"
11150,"{'car_id': 11, 'customer_id': 157, 'agency_id': 1}"
11151,"{'car_id': 21, 'customer_id': 87, 'agency_id': 2}"
11152,"{'car_id': 10, 'customer_id': 96, 'agency_id': 1}"
11153,"{'car_id': 5, 'customer_id': 110, 'agency_id': 2}"
11154,"{'car_id': 25, 'customer_id': 67, 'agency_id': 1}"
11155,"{'car_id': 17, 'customer_id': 135, 'agency_id': 1}"
11156,"{'car_id': 18, 'customer_id': 55, 'agency_id': 4}"
11157,"{'car_id': 16, 'customer_id': 136, 'agency_id': 2}"
11158,"{'car_id': 3, 'customer_id': 122, 'agency_id': 3}"
11159,"{'car_id': 16, 'customer_id': 78, 'agency_id': 1}"
11160,"{'car_id': 12, 'customer_id': 86, 'agency_id': 4}"
11161,"{'car_id': 29, 'customer_id': 89, 'agency_id': 1}"
11162,"{'car_id': 5, 'customer_id': 141, 'agency_id': 4}"
11163,"{'car_id': 13, 'customer_id': 46, 'agency_id': 1}"
11164,"{'car_id': 3, 'customer_id': 88, 'agency_id': 1}"
11165,"{'car_id': 20, 'customer_id': 91, 'agency_id': 2}"
11166,"{'car_id': 26, 'customer_id': 157, 'agency_id': 4}"
11167,"{'car_id': 29, 'customer_id': 28, 'agency_id': 3}"
11168,"{'car_id': 8, 'customer_id': 42, 'agency_id': 1}"
11169,"{'car_id': 19, 'customer_id': 138, 'agency_id': 2}"
11170,"{'car_id': 24, 'customer_id': 3, 'agency_id': 1}"
11171,"{'car_id': 15, 'customer_id': 119, 'agency_id': 3}"
11172,"{'car_id': 23, 'customer_id': 34, 'agency_id': 1}"
11173,"{'car_id': 20, 'customer_id': 78, 'agency_id': 2}"
11174,"{'car_id': 8, 'customer_id': 111, 'agency_id': 3}"
11175,"{'car_id': 11, 'customer_id': 17, 'agency_id': 4}"
11176,"{'car_id': 11, 'customer_id': 31, 'agency_id': 3}"
11177,"{'car_id': 10, 'customer_id': 39, 'agency_id': 3}"
11178,"{'car_id': 18, 'customer_id': 95, 'agency_id': 4}"
11179,"{'car_id': 11, 'customer_id': 141, 'agency_id': 2}"
11180,"{'car_id': 4, 'customer_id': 105, 'agency_id': 1}"
11181,"{'car_id': 17, 'customer_id': 156, 'agency_id': 1}"
11182,"{'car_id': 13, 'customer_id': 66, 'agency_id': 4}"
11183,"{'car_id': 26, 'customer_id': 23, 'agency_id': 1}"
11184,"{'car_id': 14, 'customer_id': 4, 'agency_id': 1}"
11185,"{'car_id': 18, 'customer_id': 42, 'agency_id': 1}"
11186,"{'car_id': 3, 'customer_id': 108, 'agency_id': 2}"
11187,"{'car_id': 15, 'customer_id': 10, 'agency_id': 1}"
11188,"{'car_id': 26, 'customer_id': 111, 'agency_id': 3}"
11189,"{'car_id': 8, 'customer_id': 132, 'agency_id': 4}"
11190,"{'car_id': 15, 'customer_id': 38, 'agency_id': 2}"
11191,"{'car_id': 22, 'customer_id': 125, 'agency_id': 4}"
11192,"{'car_id': 15, 'customer_id': 79, 'agency_id': 3}"
11193,"{'car_id': 22, 'customer_id': 157, 'agency_id': 3}"
11194,"{'car_id': 6, 'customer_id': 58, 'agency_id': 2}"
11195,"{'car_id': 27, 'customer_id': 8, 'agency_id': 3}"
