rental_id,rental_info
9344,"{'car_id': 12, 'customer_id': 98, 'agency_id': 2}"
9345,"{'car_id': 12, 'customer_id': 140, 'agency_id': 4}"
9346,"{'car_id': 15, 'customer_id': 31, 'agency_id': 2}"
9347,"{'car_id': 20, 'customer_id': 55, 'agency_id': 4}"
9348,"{'car_id': 18, 'customer_id': 67, 'agency_id': 3}"
9349,"{'car_id': 23, 'customer_id': 125, 'agency_id': 2}"
9350,"{'car_id': 14, 'customer_id': 24, 'agency_id': 2}"
9351,"{'car_id': 18, 'customer_id': 63, 'agency_id': 1}"
9352,"{'car_id': 10, 'customer_id': 92, 'agency_id': 3}"
9353,"{'car_id': 18, 'customer_id': 13, 'agency_id': 4}"
9354,"{'car_id': 26, 'customer_id': 78, 'agency_id': 4}"
9355,"{'car_id': 2, 'customer_id': 74, 'agency_id': 3}"
9356,"{'car_id': 18, 'customer_id': 100, 'agency_id': 1}"
9357,"{'car_id': 6, 'customer_id': 31, 'agency_id': 4}"
9358,"{'car_id': 4, 'customer_id': 75, 'agency_id': 1}"
9359,"{'car_id': 18, 'customer_id': 50, 'agency_id': 2}"
9360,"{'car_id': 4, 'customer_id': 30, 'agency_id': 4}"
9361,"{'car_id': 20, 'customer_id': 115, 'agency_id': 2}"
9362,"{'car_id': 5, 'customer_id': 152, 'agency_id': 4}"
9363,"{'car_id': 4, 'customer_id': 152, 'agency_id': 4}"
9364,"{'car_id': 8, 'customer_id': 12, 'agency_id': 2}"
9365,"{'car_id': 22, 'customer_id': 140, 'agency_id': 3}"
9366,"{'car_id': 15, 'customer_id': 32, 'agency_id': 2}"
9367,"{'car_id': 26, 'customer_id': 15, 'agency_id': 3}"
9368,"{'car_id': 5, 'customer_id': 144, 'agency_id': 2}"
9369,"{'car_id': 29, 'customer_id': 109, 'agency_id': 1}"
9370,"{'car_id': 26, 'customer_id': 18, 'agency_id': 1}"
9371,"{'car_id': 21, 'customer_id': 135, 'agency_id': 2}"
9372,"{'car_id': 17, 'customer_id': 52, 'agency_id': 4}"
9373,"{'car_id': 2, 'customer_id': 16, 'agency_id': 1}"
9374,"{'car_id': 6, 'customer_id': 40, 'agency_id': 2}"
9375,"{'car_id': 3, 'customer_id': 105, 'agency_id': 3}"
9376,"{'car_id': 25, 'customer_id': 26, 'agency_id': 3}"
9377,"{'car_id': 10, 'customer_id': 98, 'agency_id': 2}"
9378,"{'car_id': 2, 'customer_id': 134, 'agency_id': 2}"
9379,"{'car_id': 18, 'customer_id': 80, 'agency_id': 4}"
9380,"{'car_id': 27, 'customer_id': 77, 'agency_id': 3}"
9381,"{'car_id': 16, 'customer_id': 37, 'agency_id': 4}"
9382,"{'car_id': 22, 'customer_id': 101, 'agency_id': 1}"
9383,"{'car_id': 6, 'customer_id': 72, 'agency_id': 4}"
9384,"{'car_id': 3, 'customer_id': 104, 'agency_id': 4}"
9385,"{'car_id': 9, 'customer_id': 84, 'agency_id': 4}"
9386,"{'car_id': 16, 'customer_id': 37, 'agency_id': 1}"
9387,"{'car_id': 24, 'customer_id': 94, 'agency_id': 1}"
9388,"{'car_id': 3, 'customer_id': 59, 'agency_id': 2}"
9389,"{'car_id': 26, 'customer_id': 96, 'agency_id': 2}"
9390,"{'car_id': 1, 'customer_id': 142, 'agency_id': 1}"
9391,"{'car_id': 5, 'customer_id': 62, 'agency_id': 1}"
9392,"{'car_id': 7, 'customer_id': 30, 'agency_id': 1}"
9393,"{'car_id': 8, 'customer_id': 49, 'agency_id': 3}"
9394,"{'car_id': 17, 'customer_id': 152, 'agency_id': 2}"
9395,"{'car_id': 2, 'customer_id': 57, 'agency_id': 3}"
9396,"{'car_id': 27, 'customer_id': 77, 'agency_id': 3}"
9397,"{'car_id': 8, 'customer_id': 114, 'agency_id': 3}"
9398,"{'car_id': 11, 'customer_id': 136, 'agency_id': 2}"
9399,"{'car_id': 9, 'customer_id': 85, 'agency_id': 3}"
9400,"{'car_id': 13, 'customer_id': 36, 'agency_id': 2}"
9401,"{'car_id': 12, 'customer_id': 126, 'agency_id': 4}"
9402,"{'car_id': 26, 'customer_id': 49, 'agency_id': 3}"
9403,"{'car_id': 2, 'customer_id': 69, 'agency_id': 3}"
9404,"{'car_id': 17, 'customer_id': 32, 'agency_id': 4}"
9405,"{'car_id': 1, 'customer_id': 101, 'agency_id': 2}"
9406,"{'car_id': 17, 'customer_id': 134, 'agency_id': 2}"
9407,"{'car_id': 29, 'customer_id': 139, 'agency_id': 2}"
9408,"{'car_id': 27, 'customer_id': 26, 'agency_id': 2}"
9409,"{'car_id': 27, 'customer_id': 132, 'agency_id': 4}"
9410,"{'car_id': 6, 'customer_id': 53, 'agency_id': 2}"
9411,"{'car_id': 28, 'customer_id': 43, 'agency_id': 4}"
9412,"{'car_id': 20, 'customer_id': 37, 'agency_id': 3}"
9413,"{'car_id': 14, 'customer_id': 89, 'agency_id': 3}"
9414,"{'car_id': 18, 'customer_id': 63, 'agency_id': 1}"
9415,"{'car_id': 29, 'customer_id': 43, 'agency_id': 4}"
9416,"{'car_id': 1, 'customer_id': 113, 'agency_id': 3}"
9417,"{'car_id': 20, 'customer_id': 128, 'agency_id': 4}"
9418,"{'car_id': 24, 'customer_id': 66, 'agency_id': 1}"
9419,"{'car_id': 17, 'customer_id': 54, 'agency_id': 4}"
9420,"{'car_id': 20, 'customer_id': 66, 'agency_id': 2}"
9421,"{'car_id': 21, 'customer_id': 98, 'agency_id': 2}"
9422,"{'car_id': 27, 'customer_id': 64, 'agency_id': 1}"
9423,"{'car_id': 10, 'customer_id': 117, 'agency_id': 4}"
9424,"{'car_id': 13, 'customer_id': 111, 'agency_id': 2}"
9425,"{'car_id': 28, 'customer_id': 3, 'agency_id': 2}"
9426,"{'car_id': 15, 'customer_id': 44, 'agency_id': 1}"
9427,"{'car_id': 23, 'customer_id': 118, 'agency_id': 4}"
9428,"{'car_id': 14, 'customer_id': 123, 'agency_id': 2}"
9429,"{'car_id': 11, 'customer_id': 105, 'agency_id': 2}"
9430,"{'car_id': 7, 'customer_id': 121, 'agency_id': 3}"
9431,"{'car_id': 22, 'customer_id': 23, 'agency_id': 1}"
9432,"{'car_id': 2, 'customer_id': 102, 'agency_id': 1}"
9433,"{'car_id': 20, 'customer_id': 59, 'agency_id': 2}"
9434,"{'car_id': 12, 'customer_id': 158, 'agency_id': 2}"
9435,"{'car_id': 17, 'customer_id': 69, 'agency_id': 1}"
9436,"{'car_id': 20, 'customer_id': 11, 'agency_id': 2}"
9437,"{'car_id': 15, 'customer_id': 152, 'agency_id': 1}"
9438,"{'car_id': 15, 'customer_id': 37, 'agency_id': 4}"
9439,"{'car_id': 2, 'customer_id': 119, 'agency_id': 1}"
9440,"{'car_id': 18, 'customer_id': 137, 'agency_id': 4}"
9441,"{'car_id': 19, 'customer_id': 57, 'agency_id': 4}"
9442,"{'car_id': 29, 'customer_id': 61, 'agency_id': 1}"
9443,"{'car_id': 25, 'customer_id': 4, 'agency_id': 1}"
9444,"{'car_id': 28, 'customer_id': 139, 'agency_id': 4}"
9445,"{'car_id': 2, 'customer_id': 120, 'agency_id': 3}"
9446,"{'car_id': 4, 'customer_id': 40, 'agency_id': 1}"
9447,"{'car_id': 25, 'customer_id': 52, 'agency_id': 1}"
9448,"{'car_id': 14, 'customer_id': 85, 'agency_id': 4}"
9449,"{'car_id': 27, 'customer_id': 88, 'agency_id': 4}"
9450,"{'car_id': 22, 'customer_id': 9, 'agency_id': 2}"
9451,"{'car_id': 12, 'customer_id': 109, 'agency_id': 3}"
9452,"{'car_id': 18, 'customer_id': 156, 'agency_id': 1}"
9453,"{'car_id': 17, 'customer_id': 121, 'agency_id': 2}"
9454,"{'car_id': 3, 'customer_id': 99, 'agency_id': 1}"
9455,"{'car_id': 23, 'customer_id': 147, 'agency_id': 1}"
9456,"{'car_id': 5, 'customer_id': 49, 'agency_id': 2}"
9457,"{'car_id': 4, 'customer_id': 9, 'agency_id': 3}"
9458,"{'car_id': 24, 'customer_id': 110, 'agency_id': 3}"
9459,"{'car_id': 15, 'customer_id': 159, 'agency_id': 3}"
9460,"{'car_id': 28, 'customer_id': 114, 'agency_id': 3}"
9461,"{'car_id': 10, 'customer_id': 134, 'agency_id': 2}"
9462,"{'car_id': 23, 'customer_id': 105, 'agency_id': 2}"
9463,"{'car_id': 11, 'customer_id': 5, 'agency_id': 1}"
9464,"{'car_id': 22, 'customer_id': 63, 'agency_id': 2}"
9465,"{'car_id': 5, 'customer_id': 51, 'agency_id': 2}"
9466,"{'car_id': 13, 'customer_id': 20, 'agency_id': 1}"
9467,"{'car_id': 13, 'customer_id': 37, 'agency_id': 3}"
9468,"{'car_id': 10, 'customer_id': 124, 'agency_id': 3}"
9469,"{'car_id': 5, 'customer_id': 105, 'agency_id': 4}"
9470,"{'car_id': 13, 'customer_id': 64, 'agency_id': 4}"
9471,"{'car_id': 13, 'customer_id': 110, 'agency_id': 3}"
9472,"{'car_id': 24, 'customer_id': 45, 'agency_id': 1}"
9473,"{'car_id': 16, 'customer_id': 123, 'agency_id': 2}"
9474,"{'car_id': 12, 'customer_id': 77, 'agency_id': 2}"
9475,"{'car_id': 20, 'customer_id': 145, 'agency_id': 2}"
9476,"{'car_id': 20, 'customer_id': 21, 'agency_id': 3}"
9477,"{'car_id': 29, 'customer_id': 130, 'agency_id': 3}"
9478,"{'car_id': 16, 'customer_id': 5, 'agency_id': 2}"
9479,"{'car_id': 13, 'customer_id': 122, 'agency_id': 2}"
9480,"{'car_id': 27, 'customer_id': 7, 'agency_id': 2}"
9481,"{'car_id': 20, 'customer_id': 117, 'agency_id': 3}"
9482,"{'car_id': 1, 'customer_id': 4, 'agency_id': 3}"
9483,"{'car_id': 10, 'customer_id': 154, 'agency_id': 1}"
9484,"{'car_id': 14, 'customer_id': 3, 'agency_id': 1}"
9485,"{'car_id': 9, 'customer_id': 123, 'agency_id': 2}"
9486,"{'car_id': 17, 'customer_id': 151, 'agency_id': 2}"
9487,"{'car_id': 2, 'customer_id': 136, 'agency_id': 1}"
9488,"{'car_id': 9, 'customer_id': 127, 'agency_id': 2}"
